"species"	"month"	"year"	"age.years"	"ind.code"	"Plot"	"Subplot"	"species.group"	"Trunks"	"Total.height.m"	"crown.diameter1.m"	"crown.diameter2.m"	"crown.height.m"	"species.status"	"DBH.cm"	"RCD.cm"
"Albizia polycephala"	"June"	2011	0.5	"1313al.po"	1	2	"diversity"	1	1.25	0.45	0.28	0.8	1	NA	1.183
"Albizia polycephala"	"November"	2011	1	"1313al.po"	1	2	"diversity"	1	0.3	0.26	0.25	0.2	1	NA	0.304
"Albizia polycephala"	"June"	2012	1.5	"1313al.po"	1	2	"diversity"	1	1.82	0.6	0.69	0.7	1	NA	1.502
"Albizia polycephala"	"November"	2012	2	"1313al.po"	1	2	"diversity"	1	2.15	0.57	1.03	1.8	1	NA	2.504
"Albizia polycephala"	"May"	2013	2.5	"1313al.po"	1	2	"diversity"	1	2.6	1.53	1.87	1.8	1	NA	4.192
"Albizia polycephala"	"November"	2013	3	"1313al.po"	1	2	"diversity"	1	2.4	0.7	0.9	2.3	1	NA	4.672
"Albizia polycephala"	"June"	2014	3.5	"1313al.po"	1	2	"diversity"	1	3.75	1.35	2.38	2	1	NA	8
"Albizia polycephala"	"December"	2014	4	"1313al.po"	1	2	"diversity"	1	4.75	1.35	3.3	3.3	1	NA	9.394
"Albizia polycephala"	"August"	2019	8.5	"1313al.po"	1	2	"diversity"	1	13.5	7.5	8.1	4.2	1	19.765305461844	29.2035371202058
"Albizia polycephala"	"June"	2011	0.5	"1321al.po"	1	3	"diversity"	1	1.43	0.39	0.24	1.1	1	NA	1.69
"Albizia polycephala"	"November"	2011	1	"1321al.po"	1	3	"diversity"	1	0.58	0.3	0.32	0.2	1	NA	0.627
"Albizia polycephala"	"June"	2012	1.5	"1321al.po"	1	3	"diversity"	1	2.12	1.06	0.85	0.7	1	NA	2.793
"Albizia polycephala"	"November"	2012	2	"1321al.po"	1	3	"diversity"	1	3.05	2.44	1.3	1.9	1	NA	4.638
"Albizia polycephala"	"May"	2013	2.5	"1321al.po"	1	3	"diversity"	1	3.75	1.55	1.5	2.5	1	NA	7.133
"Albizia polycephala"	"November"	2013	3	"1321al.po"	1	3	"diversity"	1	3.6	1.3	1.1	2.7	1	NA	7.404
"Albizia polycephala"	"June"	2014	3.5	"1321al.po"	1	3	"diversity"	1	5.15	2.1	2.63	3.5	1	5.98	9.73
"Albizia polycephala"	"December"	2014	4	"1321al.po"	1	3	"diversity"	1	5.8	3.59	3.78	3.2	1	7.51	10.094
"Albizia polycephala"	"August"	2019	8.5	"1321al.po"	1	3	"diversity"	1	15.3	7.44	7.69	7.1	1	18.94	27.9624516874567
"Albizia polycephala"	"June"	2011	0.5	"135al.po"	1	1	"diversity"	1	1.95	0.95	0.6	1.2	1	NA	2.488
"Albizia polycephala"	"November"	2011	1	"135al.po"	1	1	"diversity"	1	0.75	0.41	0.33	0.25	1	NA	0.802
"Albizia polycephala"	"June"	2012	1.5	"135al.po"	1	1	"diversity"	1	2.78	1.4	0.81	1.2	1	NA	3.105
"Albizia polycephala"	"November"	2012	2	"135al.po"	1	1	"diversity"	1	3.05	1.52	1.92	2	1	NA	5.004
"Albizia polycephala"	"May"	2013	2.5	"135al.po"	1	1	"diversity"	1	3.75	1.45	2.2	2	1	NA	5.767
"Albizia polycephala"	"November"	2013	3	"135al.po"	1	1	"diversity"	1	3.6	0.82	1.41	3	1	NA	6.087
"Albizia polycephala"	"June"	2014	3.5	"135al.po"	1	1	"diversity"	1	4.9	2.54	3	3	1	NA	8.04
"Albizia polycephala"	"December"	2014	4	"135al.po"	1	1	"diversity"	1	5.25	2.7	3.4	4	1	5.41	8.632
"Albizia polycephala"	"August"	2019	8.5	"135al.po"	1	1	"diversity"	1	7.7	4.65	4.95	2.6	1	8.66	12.5034988045386
"Albizia polycephala"	"June"	2011	0.5	"2413al.po"	2	2	"diversity"	1	1.2	0.28	0.35	1	1	NA	1.357
"Albizia polycephala"	"November"	2011	1	"2413al.po"	2	2	"diversity"	1	0.35	0.24	0.26	0.15	1	NA	0.27
"Albizia polycephala"	"June"	2012	1.5	"2413al.po"	2	2	"diversity"	1	2	0.8	0.52	1	1	NA	1.74
"Albizia polycephala"	"November"	2012	2	"2413al.po"	2	2	"diversity"	1	2.25	1.9	2.15	1.1	1	NA	3.627
"Albizia polycephala"	"May"	2013	2.5	"2413al.po"	2	2	"diversity"	1	3.1	2	2.78	2.1	1	NA	4.859
"Albizia polycephala"	"November"	2013	3	"2413al.po"	2	2	"diversity"	1	2.6	1.33	1.8	2.5	1	NA	6.597
"Albizia polycephala"	"June"	2014	3.5	"2413al.po"	2	2	"diversity"	1	4.25	2.2	2.34	2.5	1	NA	7.77
"Albizia polycephala"	"December"	2014	4	"2413al.po"	2	2	"diversity"	1	5.1	2.77	3	3.25	1	5.67	7.611
"Albizia polycephala"	"August"	2019	8.5	"2413al.po"	2	2	"diversity"	1	14.9	6.23	9.05	9	1	18.27	26.9549129295233
"Albizia polycephala"	"June"	2011	0.5	"2421al.po"	2	3	"diversity"	1	1.7	0.3	0.7	1.3	1	NA	1.796
"Albizia polycephala"	"November"	2011	1	"2421al.po"	2	3	"diversity"	1	0.65	0.32	0.37	0.25	1	NA	0.53
"Albizia polycephala"	"June"	2012	1.5	"2421al.po"	2	3	"diversity"	1	2.3	1.1	0.99	0.8	1	NA	2.363
"Albizia polycephala"	"November"	2012	2	"2421al.po"	2	3	"diversity"	1	2.7	1.25	1.84	1.6	1	NA	3.833
"Albizia polycephala"	"May"	2013	2.5	"2421al.po"	2	3	"diversity"	1	5.35	1.88	2.73	3.35	1	NA	4.588
"Albizia polycephala"	"November"	2013	3	"2421al.po"	2	3	"diversity"	1	3.1	2.2	2	3	1	NA	7.487
"Albizia polycephala"	"June"	2014	3.5	"2421al.po"	2	3	"diversity"	1	4	2.58	2.91	3	1	NA	8.093
"Albizia polycephala"	"December"	2014	4	"2421al.po"	2	3	"diversity"	1	4.25	4.1	4.23	3	1	5.06	8.152
"Albizia polycephala"	"August"	2019	8.5	"2421al.po"	2	3	"diversity"	1	8.6	6.91	6.57	4.3	1	10.7948320968878	15.7138362363217
"Albizia polycephala"	"June"	2011	0.5	"245al.po"	2	1	"diversity"	1	0.85	0.25	0.37	0.6	1	NA	0.875
"Albizia polycephala"	"November"	2011	1	"245al.po"	2	1	"diversity"	1	0.62	0.21	0.29	0.35	1	NA	0.769
"Albizia polycephala"	"June"	2012	1.5	"245al.po"	2	1	"diversity"	1	2.2	0.53	1	1.9	1	NA	2.373
"Albizia polycephala"	"November"	2012	2	"245al.po"	2	1	"diversity"	1	2.6	1.3	1.56	2.25	1	NA	3.636
"Albizia polycephala"	"May"	2013	2.5	"245al.po"	2	1	"diversity"	1	3.4	2	2.2	2.5	1	NA	5.365
"Albizia polycephala"	"November"	2013	3	"245al.po"	2	1	"diversity"	1	NA	NA	NA	NA	1	NA	5.178
"Albizia polycephala"	"June"	2014	3.5	"245al.po"	2	1	"diversity"	1	4.6	2.7	2.71	3.5	1	5.67	7.069
"Albizia polycephala"	"December"	2014	4	"245al.po"	2	1	"diversity"	1	5.25	3.31	3.95	4	1	6.43	8.629
"Albizia polycephala"	"August"	2019	8.5	"245al.po"	2	1	"diversity"	1	12.5	9.68	6.7	8.7	1	18.94	27.9624516874567
"Albizia polycephala"	"June"	2011	0.5	"3813al.po"	3	2	"diversity"	1	0.9	0.33	0.32	0.6	1	NA	1.289
"Albizia polycephala"	"November"	2011	1	"3813al.po"	3	2	"diversity"	1	0.55	0.35	0.42	0.2	1	NA	0.6
"Albizia polycephala"	"June"	2012	1.5	"3813al.po"	3	2	"diversity"	1	1.4	0.16	0.15	1	1	NA	1.456
"Albizia polycephala"	"November"	2012	2	"3813al.po"	3	2	"diversity"	1	1.4	0.5	0.74	1.2	1	NA	1.677
"Albizia polycephala"	"May"	2013	2.5	"3813al.po"	3	2	"diversity"	1	2.4	1.6	1.3	1.8	1	NA	3.428
"Albizia polycephala"	"November"	2013	3	"3813al.po"	3	2	"diversity"	1	2.4	1.2	0.75	1.75	1	NA	3.6
"Albizia polycephala"	"June"	2014	3.5	"3813al.po"	3	2	"diversity"	1	2.75	1.95	2.1	2	1	NA	4.744
"Albizia polycephala"	"December"	2014	4	"3813al.po"	3	2	"diversity"	1	2.8	1.5	2.52	2	1	NA	5.28
"Albizia polycephala"	"August"	2019	8.5	"3813al.po"	3	2	"diversity"	1	9.5	4.22	2.58	2.1	1	9.26	13.68732511
"Albizia polycephala"	"June"	2011	0.5	"3821al.po"	3	3	"diversity"	1	1.12	0.53	0.46	0.8	1	NA	1.198
"Albizia polycephala"	"November"	2011	1	"3821al.po"	3	3	"diversity"	1	0.95	0.06	0.02	0.05	1	NA	0.515
"Albizia polycephala"	"June"	2012	1.5	"3821al.po"	3	3	"diversity"	1	NA	NA	NA	NA	1	NA	1.37
"Albizia polycephala"	"November"	2012	2	"3821al.po"	3	3	"diversity"	1	1.7	0.9	0.56	1.25	1	NA	1.489
"Albizia polycephala"	"May"	2013	2.5	"3821al.po"	3	3	"diversity"	1	2.4	1.8	0.5	2	1	NA	4.416
"Albizia polycephala"	"November"	2013	3	"3821al.po"	3	3	"diversity"	1	0.5	0.1	0.12	0.2	1	NA	0.537
"Albizia polycephala"	"June"	2014	3.5	"3821al.po"	3	3	"diversity"	1	2.9	1.6	2.1	2.2	1	NA	3.631
"Albizia polycephala"	"December"	2014	4	"3821al.po"	3	3	"diversity"	1	3.35	2.4	2.42	2.4	1	NA	4.612
"Albizia polycephala"	"August"	2019	8.5	"3821al.po"	3	3	"diversity"	1	11.8	7.49	6.89	5.6	1	14.6739394846783	22.28169203
"Albizia polycephala"	"June"	2011	0.5	"385al.po"	3	1	"diversity"	1	1.05	0.25	0.19	0.9	1	NA	1.1914
"Albizia polycephala"	"November"	2011	1	"385al.po"	3	1	"diversity"	1	0.57	0.4	0.42	0.4	1	NA	0.526
"Albizia polycephala"	"June"	2012	1.5	"385al.po"	3	1	"diversity"	1	1.45	0.45	0.52	0.6	1	NA	1.753
"Albizia polycephala"	"November"	2012	2	"385al.po"	3	1	"diversity"	1	1.6	1.06	0.95	1.2	1	NA	2.158
"Albizia polycephala"	"May"	2013	2.5	"385al.po"	3	1	"diversity"	1	2.2	2.53	2.12	1.7	1	NA	2.803
"Albizia polycephala"	"November"	2013	3	"385al.po"	3	1	"diversity"	1	2.4	1.3	1.4	1.25	1	NA	2.871
"Albizia polycephala"	"June"	2014	3.5	"385al.po"	3	1	"diversity"	1	2.7	1.17	2.12	1.5	1	NA	4.675
"Albizia polycephala"	"December"	2014	4	"385al.po"	3	1	"diversity"	1	2.95	2.7	2.68	2	1	NA	5.436
"Albizia polycephala"	"August"	2019	8.5	"385al.po"	3	1	"diversity"	1	10.2	4.25	5.82	6.3	1	11.3	16.4735022686343
"Albizia polycephala"	"June"	2011	0.5	"41113al.po"	4	2	"diversity"	1	0.6	0.4	0.14	0.4	1	NA	0.946
"Albizia polycephala"	"November"	2011	1	"41113al.po"	4	2	"diversity"	1	0.36	0.38	0.3	0.2	1	NA	0.464
"Albizia polycephala"	"June"	2012	1.5	"41113al.po"	4	2	"diversity"	1	1.55	0.43	0.4	1.15	1	NA	1.648
"Albizia polycephala"	"November"	2012	2	"41113al.po"	4	2	"diversity"	1	1.75	0.66	0.68	1	1	NA	1.9
"Albizia polycephala"	"May"	2013	2.5	"41113al.po"	4	2	"diversity"	1	2.7	2	1.7	1.8	1	NA	3.776
"Albizia polycephala"	"November"	2013	3	"41113al.po"	4	2	"diversity"	1	2.4	0.96	0.94	1.85	1	NA	3.803
"Albizia polycephala"	"June"	2014	3.5	"41113al.po"	4	2	"diversity"	1	3.3	1.68	2.2	2.75	1	NA	5.412
"Albizia polycephala"	"December"	2014	4	"41113al.po"	4	2	"diversity"	1	3.9	2.1	3	2.75	1	NA	6.515
"Albizia polycephala"	"August"	2019	8.5	"41113al.po"	4	2	"diversity"	1	11	9.11	6.19	4.9	1	13.24	19.3908532990683
"Albizia polycephala"	"June"	2011	0.5	"41121al.po"	4	3	"diversity"	1	1.5	NA	0.48	1.2	1	NA	1.8
"Albizia polycephala"	"November"	2011	1	"41121al.po"	4	3	"diversity"	1	0.7	0.55	0.39	0.4	1	NA	0.818
"Albizia polycephala"	"June"	2012	1.5	"41121al.po"	4	3	"diversity"	1	2.7	1.94	1.7	1.65	1	NA	4.023
"Albizia polycephala"	"November"	2012	2	"41121al.po"	4	3	"diversity"	1	2.5	1.92	1.63	1.9	1	NA	4.827
"Albizia polycephala"	"May"	2013	2.5	"41121al.po"	4	3	"diversity"	1	3.5	2.8	2.6	2.3	1	NA	6.89
"Albizia polycephala"	"November"	2013	3	"41121al.po"	4	3	"diversity"	1	3.5	2.22	2.55	3.35	1	NA	7.041
"Albizia polycephala"	"June"	2014	3.5	"41121al.po"	4	3	"diversity"	1	5	2.45	3.9	2.75	1	6.49	8.128
"Albizia polycephala"	"December"	2014	4	"41121al.po"	4	3	"diversity"	1	5.3	4.6	6.6	4.25	1	7.48	9.974
"Albizia polycephala"	"August"	2019	8.5	"41121al.po"	4	3	"diversity"	1	11.7	9	6.99	5.5	1	18.14	26.7594203347004
"Albizia polycephala"	"June"	2011	0.5	"4115al.po"	4	1	"diversity"	1	0.85	0.2	0.09	0.6	1	NA	1.073
"Albizia polycephala"	"November"	2011	1	"4115al.po"	4	1	"diversity"	1	0.5	0.53	0.4	0.3	1	NA	0.431
"Albizia polycephala"	"June"	2012	1.5	"4115al.po"	4	1	"diversity"	1	1.45	0.52	0.49	1.2	1	NA	1.271
"Albizia polycephala"	"November"	2012	2	"4115al.po"	4	1	"diversity"	1	1.6	0.99	0.9	0.8	1	NA	1.919
"Albizia polycephala"	"May"	2013	2.5	"4115al.po"	4	1	"diversity"	1	3	1.64	1.9	1.3	1	NA	4.834
"Albizia polycephala"	"November"	2013	3	"4115al.po"	4	1	"diversity"	1	2.7	1.4	1.2	1.75	1	NA	4.741
"Albizia polycephala"	"June"	2014	3.5	"4115al.po"	4	1	"diversity"	1	4.5	2.36	2.4	3	1	5.28	7.119
"Albizia polycephala"	"December"	2014	4	"4115al.po"	4	1	"diversity"	1	5.2	2.58	3	2.85	1	5.86	8.406
"Albizia polycephala"	"August"	2019	8.5	"4115al.po"	4	1	"diversity"	1	12.6	7.03	5.27	5.2	1	17.54	25.8571468201332
"Alchornea triplinervia"	"June"	2011	0.25	"1311al.sp.r1"	1	2	"filling"	1	0.75	0.2	0.15	0.5	1	NA	0.96
"Alchornea triplinervia"	"November"	2011	0.75	"1311al.sp.r1"	1	2	"filling"	1	0.14	0.08	0.21	0.1	1	NA	0.22
"Alchornea triplinervia"	"June"	2012	1.25	"1311al.sp.r1"	1	2	"filling"	1	1.05	0.45	0.51	0.75	1	NA	1.43
"Alchornea triplinervia"	"November"	2012	1.75	"1311al.sp.r1"	1	2	"filling"	1	1.3	1.22	1	0.8	1	NA	2.96
"Alchornea triplinervia"	"May"	2013	2.25	"1311al.sp.r1"	1	2	"filling"	1	2.6	1.92	1.8	1.4	1	NA	4.49
"Alchornea triplinervia"	"November"	2013	2.75	"1311al.sp.r1"	1	2	"filling"	1	2.4	1.33	1.21	0.7	1	NA	4.87
"Alchornea triplinervia"	"June"	2014	3.25	"1311al.sp.r1"	1	2	"filling"	1	5.3	1.66	2.32	1.75	1	NA	6.44
"Alchornea triplinervia"	"December"	2014	3.75	"1311al.sp.r1"	1	2	"filling"	1	6.45	2.6	3.3	1.75	1	5.09	5.24
"Alchornea triplinervia"	"August"	2019	8.25	"1311al.sp.r1"	1	2	"filling"	1	11	1.3	1.55	2.4	1	9.74	11.235949488471
"Alchornea triplinervia"	"June"	2011	0.5	"1312al.sp"	1	2	"filling"	1	1.2	0.44	0.52	0.4	1	NA	2.35
"Alchornea triplinervia"	"November"	2011	1	"1312al.sp"	1	2	"filling"	1	0.45	0.34	0.56	0.15	1	NA	0.41
"Alchornea triplinervia"	"June"	2012	1.5	"1312al.sp"	1	2	"filling"	1	2.35	0.8	0.6	0.9	1	NA	3.01
"Alchornea triplinervia"	"November"	2012	2	"1312al.sp"	1	2	"filling"	1	4.1	1.9	0.86	2	1	NA	5.46
"Alchornea triplinervia"	"May"	2013	2.5	"1312al.sp"	1	2	"filling"	1	5.5	2.5	1.2	3.45	1	6.11	7.65
"Alchornea triplinervia"	"November"	2013	3	"1312al.sp"	1	2	"filling"	1	5.1	1.8	1.42	2	1	6.65	9.1
"Alchornea triplinervia"	"June"	2014	3.5	"1312al.sp"	1	2	"filling"	1	7.5	2.2	2.05	4	1	8.21	12.63
"Alchornea triplinervia"	"December"	2014	4	"1312al.sp"	1	2	"filling"	1	8.5	2.65	2.62	3.75	1	9.17	12.2
"Alchornea triplinervia"	"August"	2019	8.5	"1312al.sp"	1	2	"filling"	1	10.1	1.41	1.25	3.3	1	11.14	12.2491032833484
"Alchornea triplinervia"	"June"	2011	0.5	"1313al.sp"	1	2	"filling"	1	0.85	0.45	0.46	0.4	1	NA	1.66
"Alchornea triplinervia"	"November"	2011	1	"1313al.sp"	1	2	"filling"	1	0.21	0.2	0.16	0.1	1	NA	0.37
"Alchornea triplinervia"	"June"	2012	1.5	"1313al.sp"	1	2	"filling"	1	1.6	0.4	0.61	0.7	1	NA	2.2
"Alchornea triplinervia"	"November"	2012	2	"1313al.sp"	1	2	"filling"	1	3.4	0.53	0.5	2.5	1	NA	4.33
"Alchornea triplinervia"	"May"	2013	2.5	"1313al.sp"	1	2	"filling"	1	4.1	1.2	1.1	2	1	NA	5.74
"Alchornea triplinervia"	"November"	2013	3	"1313al.sp"	1	2	"filling"	1	3.2	0.65	0.72	1.5	1	NA	5.75
"Alchornea triplinervia"	"June"	2014	3.5	"1313al.sp"	1	2	"filling"	1	3.85	3	1.8	1.75	1	5.09	7.13
"Alchornea triplinervia"	"December"	2014	4	"1313al.sp"	1	2	"filling"	1	5.3	2.74	3.12	1.75	1	6.94	9.13
"Alchornea triplinervia"	"August"	2019	8.5	"1313al.sp"	1	2	"filling"	1	10.6	3.2	2.8	2.7	1	12.57	13.2839675166874
"Alchornea triplinervia"	"June"	2011	0.5	"1315al.sp"	1	2	"filling"	1	0.59	0.32	0.28	0.3	1	NA	1.12
"Alchornea triplinervia"	"November"	2011	1	"1315al.sp"	1	2	"filling"	1	0.3	0.21	0.23	0.15	1	NA	0.49
"Alchornea triplinervia"	"June"	2012	1.5	"1315al.sp"	1	2	"filling"	1	1.4	0.48	0.43	0.6	1	NA	2.02
"Alchornea triplinervia"	"November"	2012	2	"1315al.sp"	1	2	"filling"	1	3.1	0.63	0.66	2	1	NA	3.95
"Alchornea triplinervia"	"May"	2013	2.5	"1315al.sp"	1	2	"filling"	1	4.6	1.1	1.2	2	1	NA	5.85
"Alchornea triplinervia"	"November"	2013	3	"1315al.sp"	1	2	"filling"	1	4.1	0.6	0.4	2.5	1	NA	6.57
"Alchornea triplinervia"	"June"	2014	3.5	"1315al.sp"	1	2	"filling"	1	5.55	1.4	1.82	2.75	1	6.14	7.51
"Alchornea triplinervia"	"December"	2014	4	"1315al.sp"	1	2	"filling"	1	5.8	1.76	1.47	3.2	1	7.32	8.58
"Alchornea triplinervia"	"August"	2019	8.5	"1315al.sp"	1	2	"filling"	1	15.3	2.95	1.9	3.2	1	12.1	12.9438373141215
"Alchornea triplinervia"	"June"	2011	0.25	"1316al.sp.r1"	1	2	"filling"	1	0.56	0.28	0.32	0.16	1	NA	0.93
"Alchornea triplinervia"	"November"	2011	0.75	"1316al.sp.r1"	1	2	"filling"	1	NA	NA	NA	NA	0	NA	NA
"Alchornea triplinervia"	"June"	2012	0.5	"1316al.sp.r3"	1	2	"filling"	1	NA	NA	NA	NA	0	NA	NA
"Alchornea triplinervia"	"November"	2012	0.25	"1316al.sp.r4"	1	2	"filling"	1	NA	NA	NA	NA	0	NA	NA
"Alchornea triplinervia"	"May"	2013	0.75	"1316al.sp.r4"	1	2	"filling"	1	NA	NA	NA	NA	0	NA	NA
"Alchornea triplinervia"	"November"	2013	1.25	"1316al.sp.r4"	1	2	"filling"	1	NA	NA	NA	NA	0	NA	NA
"Alchornea triplinervia"	"June"	2014	1.75	"1316al.sp.r4"	1	2	"filling"	1	NA	NA	NA	NA	0	NA	NA
"Alchornea triplinervia"	"December"	2014	2.25	"1316al.sp.r4"	1	2	"filling"	1	NA	NA	NA	NA	0	NA	NA
"Alchornea triplinervia"	"August"	2019	6.75	"1316al.sp.r4"	1	2	"filling"	1	NA	NA	NA	NA	0	NA	NA
"Alchornea triplinervia"	"June"	2011	0.5	"1317al.sp"	1	3	"filling"	1	0.55	0.89	0.43	0.28	1	NA	1.52
"Alchornea triplinervia"	"November"	2011	1	"1317al.sp"	1	3	"filling"	1	0.3	0.19	0.33	0.2	1	NA	0.43
"Alchornea triplinervia"	"June"	2012	1.5	"1317al.sp"	1	3	"filling"	1	1.2	0.47	0.63	0.65	1	NA	1.86
"Alchornea triplinervia"	"November"	2012	2	"1317al.sp"	1	3	"filling"	1	2	0.45	0.98	1.4	1	NA	3.29
"Alchornea triplinervia"	"May"	2013	2.5	"1317al.sp"	1	3	"filling"	1	2.6	1.55	1.42	1.55	1	NA	4.5
"Alchornea triplinervia"	"November"	2013	3	"1317al.sp"	1	3	"filling"	1	2.5	0.8	1.1	1.5	1	NA	4.8
"Alchornea triplinervia"	"June"	2014	3.5	"1317al.sp"	1	3	"filling"	1	3.55	2.34	2.1	1.5	1	NA	7
"Alchornea triplinervia"	"December"	2014	4	"1317al.sp"	1	3	"filling"	1	5.2	2.55	2.49	2.75	1	6.11	7.94
"Alchornea triplinervia"	"August"	2019	8.5	"1317al.sp"	1	3	"filling"	1	6.5	3.77	5.42	3.3	1	15.8128903113884	15.6307865347976
"Alchornea triplinervia"	"June"	2011	0.5	"1319al.sp"	1	3	"filling"	1	0.95	0.85	0.81	0.15	1	NA	1.04
"Alchornea triplinervia"	"November"	2011	1	"1319al.sp"	1	3	"filling"	1	NA	NA	NA	NA	0	NA	NA
"Alchornea triplinervia"	"June"	2012	0.5	"1319al.sp.r3"	1	3	"filling"	1	NA	NA	NA	NA	0	NA	NA
"Alchornea triplinervia"	"November"	2012	0.25	"1319al.sp.r4"	1	3	"filling"	1	NA	NA	NA	NA	0	NA	NA
"Alchornea triplinervia"	"May"	2013	0.75	"1319al.sp.r4"	1	3	"filling"	1	NA	NA	NA	NA	0	NA	NA
"Alchornea triplinervia"	"November"	2013	1.25	"1319al.sp.r4"	1	3	"filling"	1	NA	NA	NA	NA	0	NA	NA
"Alchornea triplinervia"	"June"	2014	1.75	"1319al.sp.r4"	1	3	"filling"	1	NA	NA	NA	NA	0	NA	NA
"Alchornea triplinervia"	"December"	2014	2.25	"1319al.sp.r4"	1	3	"filling"	1	NA	NA	NA	NA	0	NA	NA
"Alchornea triplinervia"	"August"	2019	6.75	"1319al.sp.r4"	1	3	"filling"	1	NA	NA	NA	NA	0	NA	NA
"Alchornea triplinervia"	"June"	2011	0.5	"131al.sp"	1	1	"filling"	1	0.45	0.1	0.07	0.4	1	NA	0.86
"Alchornea triplinervia"	"November"	2011	1	"131al.sp"	1	1	"filling"	1	0.08	0.09	0.08	0.04	1	NA	0.19
"Alchornea triplinervia"	"June"	2012	0.5	"131al.sp.r3"	1	1	"filling"	1	NA	NA	NA	NA	0	NA	NA
"Alchornea triplinervia"	"November"	2012	0.25	"131al.sp.r4"	1	1	"filling"	1	NA	NA	NA	NA	0	NA	NA
"Alchornea triplinervia"	"May"	2013	0.75	"131al.sp.r4"	1	1	"filling"	1	NA	NA	NA	NA	0	NA	NA
"Alchornea triplinervia"	"November"	2013	1.25	"131al.sp.r4"	1	1	"filling"	1	NA	NA	NA	NA	0	NA	NA
"Alchornea triplinervia"	"June"	2014	1.75	"131al.sp.r4"	1	1	"filling"	1	NA	NA	NA	NA	0	NA	NA
"Alchornea triplinervia"	"December"	2014	2.25	"131al.sp.r4"	1	1	"filling"	1	NA	NA	NA	NA	0	NA	NA
"Alchornea triplinervia"	"August"	2019	6.75	"131al.sp.r4"	1	1	"filling"	1	NA	NA	NA	NA	0	NA	NA
"Alchornea triplinervia"	"June"	2011	0.25	"1320al.sp.r1"	1	3	"filling"	1	0.55	0.07	0.54	0.55	1	NA	1.05
"Alchornea triplinervia"	"November"	2011	0.75	"1320al.sp.r1"	1	3	"filling"	1	NA	NA	NA	NA	0	NA	NA
"Alchornea triplinervia"	"June"	2012	0.5	"1320al.sp.r3"	1	3	"filling"	1	NA	NA	NA	NA	1	NA	0.23
"Alchornea triplinervia"	"November"	2012	0.25	"1320al.sp.r4"	1	3	"filling"	1	0.55	0.1	1.14	0.5	1	NA	0.64
"Alchornea triplinervia"	"May"	2013	0.75	"1320al.sp.r4"	1	3	"filling"	1	0.6	0.2	0.2	0.2	1	NA	0.56
"Alchornea triplinervia"	"November"	2013	1.25	"1320al.sp.r4"	1	3	"filling"	1	0.3	0.1	0.12	0.2	1	NA	0.44
"Alchornea triplinervia"	"June"	2014	1.75	"1320al.sp.r4"	1	3	"filling"	1	NA	NA	NA	NA	0	NA	NA
"Alchornea triplinervia"	"December"	2014	2.25	"1320al.sp.r4"	1	3	"filling"	1	NA	NA	NA	NA	0	NA	NA
"Alchornea triplinervia"	"August"	2019	6.75	"1320al.sp.r4"	1	3	"filling"	1	NA	NA	NA	NA	0	NA	NA
"Alchornea triplinervia"	"June"	2011	0.5	"1321al.sp"	1	3	"filling"	1	0.45	0.45	0.2	0.25	1	NA	1.03
"Alchornea triplinervia"	"November"	2011	1	"1321al.sp"	1	3	"filling"	1	0.3	0.18	0.32	0.2	1	NA	0.52
"Alchornea triplinervia"	"June"	2012	1.5	"1321al.sp"	1	3	"filling"	1	1.4	0.56	0.43	0.55	1	NA	2.14
"Alchornea triplinervia"	"November"	2012	2	"1321al.sp"	1	3	"filling"	1	3	1.02	0.66	1	1	NA	4.29
"Alchornea triplinervia"	"May"	2013	2.5	"1321al.sp"	1	3	"filling"	1	3.75	1.7	1.2	2	1	NA	6.59
"Alchornea triplinervia"	"November"	2013	3	"1321al.sp"	1	3	"filling"	1	3.8	1.35	1.2	2	1	NA	7.23
"Alchornea triplinervia"	"June"	2014	3.5	"1321al.sp"	1	3	"filling"	1	4.95	2.04	1.69	1.75	1	6.05	9.38
"Alchornea triplinervia"	"December"	2014	4	"1321al.sp"	1	3	"filling"	1	6.25	2.64	1.96	2	1	7.38	10.26
"Alchornea triplinervia"	"August"	2019	8.5	"1321al.sp"	1	3	"filling"	1	11.8	4.05	2.31	6.3	1	18.1830085519421	17.3459967417441
"Alchornea triplinervia"	"June"	2011	0.25	"1323al.sp.r1"	1	3	"filling"	1	0.55	0.25	0.3	0.3	1	NA	1.01
"Alchornea triplinervia"	"November"	2011	0.75	"1323al.sp.r1"	1	3	"filling"	1	0.23	0.19	0.17	0.17	1	NA	0.55
"Alchornea triplinervia"	"June"	2012	1.25	"1323al.sp.r1"	1	3	"filling"	1	1.25	0.8	0.5	0.4	1	NA	1.85
"Alchornea triplinervia"	"November"	2012	1.75	"1323al.sp.r1"	1	3	"filling"	1	2.55	1	0.6	0.9	1	NA	4.42
"Alchornea triplinervia"	"May"	2013	2.25	"1323al.sp.r1"	1	3	"filling"	1	3	1.1	1	0.5	1	NA	5.29
"Alchornea triplinervia"	"November"	2013	2.75	"1323al.sp.r1"	1	3	"filling"	1	2.8	0.83	0.7	1.5	1	NA	5.59
"Alchornea triplinervia"	"June"	2014	3.25	"1323al.sp.r1"	1	3	"filling"	1	4.45	1.7	2.2	1.75	1	5.09	7.03
"Alchornea triplinervia"	"December"	2014	3.75	"1323al.sp.r1"	1	3	"filling"	1	5.75	2	2.67	2.9	1	6.68	8.49
