"species"	"month"	"year"	"age.years"	"ind.code"	"Plot"	"Subplot"	"species.group"	"Trunks"	"Total.height.m"	"crown.diameter1.m"	"crown.diameter2.m"	"crown.height.m"	"species.status"	"DBH.cm"	"RCD.cm"
"Croton floribundus"	"November"	2011	1	"2411cr.fl"	2	2	"filling"	1	0.5	0.2	0.18	0.45	1	NA	0.359
"Croton floribundus"	"June"	2012	1.5	"2411cr.fl"	2	2	"filling"	1	1.7	0.77	0.68	1.45	1	NA	1.973
"Croton floribundus"	"November"	2012	2	"2411cr.fl"	2	2	"filling"	1	2.8	1.85	1.85	1.2	1	NA	4.628
"Croton floribundus"	"May"	2013	2.5	"2411cr.fl"	2	2	"filling"	1	3.2	3.14	3.2	0.3	1	NA	7.564
"Croton floribundus"	"November"	2013	3	"2411cr.fl"	2	2	"filling"	1	2.75	2.7	2.35	1.25	1	5.793239929	8.137
"Croton floribundus"	"June"	2014	3.5	"2411cr.fl"	2	2	"filling"	1	5.4	4.4	4	2	1	9.167324722	10.54
"Croton floribundus"	"December"	2014	4	"2411cr.fl"	2	2	"filling"	1	6.7	4.1	4.5	2.75	1	11.39549393	12.16
"Croton floribundus"	"August"	2019	8.5	"2411cr.fl"	2	2	"filling"	1	15	4.92	4.79	5.7	1	23.55493158	14.9405818347026
"Croton floribundus"	"June"	2011	0.5	"2412cr.fl"	2	2	"filling"	1	0.18	0.21	0.14	0.07	1	NA	0.43
"Croton floribundus"	"November"	2011	1	"2412cr.fl"	2	2	"filling"	1	NA	NA	NA	NA	0	NA	NA
"Croton floribundus"	"June"	2012	0.5	"2412cr.fl.r3"	2	2	"filling"	1	0.45	0.05	0.3	0.1	1	NA	0.824
"Croton floribundus"	"November"	2012	1	"2412cr.fl.r3"	2	2	"filling"	1	0.25	0.12	0.15	0.2	1	NA	0.903
"Croton floribundus"	"May"	2013	1.5	"2412cr.fl.r3"	2	2	"filling"	1	1	0.47	0.5	0.8	1	NA	1.261
"Croton floribundus"	"November"	2013	2	"2412cr.fl.r3"	2	2	"filling"	1	0.65	0.26	0.3	0.3	1	NA	0.614
"Croton floribundus"	"June"	2014	2.5	"2412cr.fl.r3"	2	2	"filling"	1	4.5	1.25	1.94	1.5	1	NA	5.57
"Croton floribundus"	"December"	2014	3	"2412cr.fl.r3"	2	2	"filling"	1	6	2.52	2.4	3.2	1	NA	6.68
"Croton floribundus"	"August"	2019	7.5	"2412cr.fl.r3"	2	2	"filling"	1	13.9	4.38	7	4.3	1	19.6212162635178	13.3887696968004
"Croton floribundus"	"June"	2011	0.5	"2414cr.fl"	2	2	"filling"	1	NA	NA	NA	NA	0	NA	NA
"Croton floribundus"	"November"	2011	0.25	"2414cr.fl.r2"	2	2	"filling"	1	NA	NA	NA	NA	0	NA	NA
"Croton floribundus"	"June"	2012	0.5	"2414cr.fl.r3"	2	2	"filling"	1	NA	NA	NA	NA	0	NA	NA
"Croton floribundus"	"November"	2012	0.25	"2414cr.fl.r4"	2	2	"filling"	1	0.45	0.25	0.32	0.4	1	NA	0.696
"Croton floribundus"	"May"	2013	0.75	"2414cr.fl.r4"	2	2	"filling"	1	1.65	0.53	0.52	1.2	1	NA	1.733
"Croton floribundus"	"November"	2013	1.25	"2414cr.fl.r4"	2	2	"filling"	1	1.4	0.45	0.52	0.4	1	NA	2.028
"Croton floribundus"	"June"	2014	1.75	"2414cr.fl.r4"	2	2	"filling"	1	2.7	2.24	1.7	0.7	1	NA	2.9
"Croton floribundus"	"December"	2014	2.25	"2414cr.fl.r4"	2	2	"filling"	1	3.3	2.97	1.68	1	1	NA	4.06
"Croton floribundus"	"August"	2019	6.75	"2414cr.fl.r4"	2	2	"filling"	1	8.2	4.03	2.97	3.7	1	5.602253997	7.85842648288683
"Croton floribundus"	"June"	2011	0.5	"2415cr.fl"	2	2	"filling"	1	0.8	0.51	0.4	0.25	1	NA	1.767
"Croton floribundus"	"November"	2011	1	"2415cr.fl"	2	2	"filling"	1	0.35	0.27	0.32	0.15	1	NA	0.478
"Croton floribundus"	"June"	2012	1.5	"2415cr.fl"	2	2	"filling"	1	2.1	1.74	1.64	0.7	1	NA	2.478
"Croton floribundus"	"November"	2012	2	"2415cr.fl"	2	2	"filling"	1	3.6	3.01	2.91	0.8	1	NA	6.433
"Croton floribundus"	"May"	2013	2.5	"2415cr.fl"	2	2	"filling"	1	4.6	4.73	4.72	1.65	1	5.793239929	7.343
"Croton floribundus"	"November"	2013	3	"2415cr.fl"	2	2	"filling"	1	4.1	4.04	4.1	1.2	1	8.43130727966513	8.955
"Croton floribundus"	"June"	2014	3.5	"2415cr.fl"	2	2	"filling"	1	6.1	5.72	6.14	2	1	15.4698604685391	10.7
"Croton floribundus"	"December"	2014	4	"2415cr.fl"	2	2	"filling"	1	7.1	6.25	5.65	4	1	17.8123891537161	11.32
"Croton floribundus"	"August"	2019	8.5	"2415cr.fl"	2	2	"filling"	1	13.5	7.19	8.33	8.8	1	28.1115570124135	16.7381259081808
"Croton floribundus"	"June"	2011	0.5	"2416cr.fl"	2	2	"filling"	1	NA	NA	NA	NA	0	NA	NA
"Croton floribundus"	"November"	2011	0.25	"2416cr.fl.r2"	2	2	"filling"	1	0.06	0.09	NA	0.04	1	NA	0.298
"Croton floribundus"	"June"	2012	0.75	"2416cr.fl.r2"	2	2	"filling"	1	1.75	0.7	0.63	1.35	1	NA	2.328
"Croton floribundus"	"November"	2012	1.25	"2416cr.fl.r2"	2	2	"filling"	1	2.8	1.91	1.75	2	1	NA	5.736
"Croton floribundus"	"May"	2013	1.75	"2416cr.fl.r2"	2	2	"filling"	1	4.1	3.1	3	1.4	1	NA	7.702
"Croton floribundus"	"November"	2013	2.25	"2416cr.fl.r2"	2	2	"filling"	1	3.1	1.9	1.85	1.5	1	5.634084985	7.976
"Croton floribundus"	"June"	2014	2.75	"2416cr.fl.r2"	2	2	"filling"	1	6.35	3.8	4.53	2.75	1	9.167324722	9.2648119425449
"Croton floribundus"	"December"	2014	3.25	"2416cr.fl.r2"	2	2	"filling"	1	8	4.7	5.39	2.25	1	13.5276833236589	11.41
"Croton floribundus"	"August"	2019	7.75	"2416cr.fl.r2"	2	2	"filling"	1	NA	NA	NA	NA	0	NA	NA
"Croton floribundus"	"June"	2011	0.5	"2418cr.fl"	2	3	"filling"	1	0.65	0.35	0.22	0.35	1	NA	1.435
"Croton floribundus"	"November"	2011	1	"2418cr.fl"	2	3	"filling"	1	0.24	0.26	0.23	0.07	1	NA	0.433
"Croton floribundus"	"June"	2012	1.5	"2418cr.fl"	2	3	"filling"	1	1.6	1	1.05	1.1	1	NA	2.53
"Croton floribundus"	"November"	2012	2	"2418cr.fl"	2	3	"filling"	1	2.6	2.38	2.43	1.05	1	NA	5.327
"Croton floribundus"	"May"	2013	2.5	"2418cr.fl"	2	3	"filling"	1	3.5	3.91	4.17	1.75	1	NA	6.672
"Croton floribundus"	"November"	2013	3	"2418cr.fl"	2	3	"filling"	1	3.1	3.8	4.02	0.9	1	NA	7.851
"Croton floribundus"	"June"	2014	3.5	"2418cr.fl"	2	3	"filling"	1	5.2	5.9	4.74	2.7	1	11.7860656191595	9.39
"Croton floribundus"	"December"	2014	4	"2418cr.fl"	2	3	"filling"	1	7.4	5.55	5.4	4	1	16.7705816118671	10.2
"Croton floribundus"	"August"	2019	8.5	"2418cr.fl"	2	3	"filling"	1	14	9.04	9.7	5.2	1	36.5221583759791	20.0560257135764
"Croton floribundus"	"June"	2011	0.25	"2419cr.fl.r1"	2	3	"filling"	1	NA	NA	NA	NA	0	NA	NA
"Croton floribundus"	"November"	2011	0.25	"2419cr.fl.r2"	2	3	"filling"	1	0.16	0.06	0.05	0.04	1	NA	0.371
"Croton floribundus"	"June"	2012	0.75	"2419cr.fl.r2"	2	3	"filling"	1	1.25	0.4	0.35	0.9	1	NA	1.781
"Croton floribundus"	"November"	2012	1.25	"2419cr.fl.r2"	2	3	"filling"	1	2.1	1.79	1.54	0.4	1	NA	3.788
"Croton floribundus"	"May"	2013	1.75	"2419cr.fl.r2"	2	3	"filling"	1	3.35	2.72	2.45	1.75	1	NA	4.819
"Croton floribundus"	"November"	2013	2.25	"2419cr.fl.r2"	2	3	"filling"	1	2.8	2.53	2.04	1.8	1	NA	6.013
"Croton floribundus"	"June"	2014	2.75	"2419cr.fl.r2"	2	3	"filling"	1	5.55	3.82	3.51	2.5	1	10.3995303463392	9.04
"Croton floribundus"	"December"	2014	3.25	"2419cr.fl.r2"	2	3	"filling"	1	7.25	4.3	4.5	4	1	13.459804203772	11.44
"Croton floribundus"	"August"	2019	7.75	"2419cr.fl.r2"	2	3	"filling"	1	15	8.51	7.83	9	1	28.8285797172305	17.0209843376723
"Croton floribundus"	"June"	2011	0.5	"2420cr.fl"	2	3	"filling"	1	0.8	1.1	0.71	0.2	1	NA	1.01
"Croton floribundus"	"November"	2011	1	"2420cr.fl"	2	3	"filling"	1	NA	NA	NA	NA	0	NA	NA
"Croton floribundus"	"June"	2012	1.5	"2420cr.fl"	2	3	"filling"	1	0.65	0.24	0.18	0.15	1	NA	0.86
"Croton floribundus"	"November"	2012	2	"2420cr.fl"	2	3	"filling"	1	1.1	0.84	0.9	0.6	1	NA	2.449
"Croton floribundus"	"May"	2013	2.5	"2420cr.fl"	2	3	"filling"	1	2.45	2.44	1.97	1.5	1	NA	2.797
"Croton floribundus"	"November"	2013	3	"2420cr.fl"	2	3	"filling"	1	2.85	2.03	1.64	1.6	1	NA	8.08
"Croton floribundus"	"June"	2014	3.5	"2420cr.fl"	2	3	"filling"	1	5.4	2.8	3.92	2.7	1	10.5832173392129	7.348
"Croton floribundus"	"December"	2014	4	"2420cr.fl"	2	3	"filling"	1	7	2.95	4.05	3.25	1	14.330627826717	9.31
"Croton floribundus"	"August"	2019	8.5	"2420cr.fl"	2	3	"filling"	1	16	6.8	9.79	9.1	1	34.7362727689853	19.3515113451304
"Croton floribundus"	"June"	2011	0.5	"2422cr.fl"	2	3	"filling"	1	1.1	0.4	0.45	0.6	1	NA	2.593
"Croton floribundus"	"November"	2011	1	"2422cr.fl"	2	3	"filling"	1	0.55	0.37	0.33	0.3	1	NA	1.022
"Croton floribundus"	"June"	2012	0.5	"2422cr.fl.r3"	2	3	"filling"	1	1.95	1.44	1.6	0.9	1	NA	2.993
"Croton floribundus"	"November"	2012	1	"2422cr.fl.r3"	2	3	"filling"	1	2.8	3.02	3.07	0.85	1	NA	5.832
"Croton floribundus"	"May"	2013	1.5	"2422cr.fl.r3"	2	3	"filling"	1	4.1	3.9	3.8	2.3	1	9.09727260098301	7.979
"Croton floribundus"	"November"	2013	2	"2422cr.fl.r3"	2	3	"filling"	1	4	3.82	4.2	1.5	1	10.8151375776124	9.533
"Croton floribundus"	"June"	2014	2.5	"2422cr.fl.r3"	2	3	"filling"	1	6.1	5.4	6.1	2.7	1	15.4167175375407	12.546
"Croton floribundus"	"December"	2014	3	"2422cr.fl.r3"	2	3	"filling"	1	7	5.9	5.3	3.5	1	17.8446691215563	14.57
"Croton floribundus"	"August"	2019	7.5	"2422cr.fl.r3"	2	3	"filling"	1	15.4	8.58	7.55	8.3	1	25.24197397	15.6061035228096
"Croton floribundus"	"June"	2011	0.5	"2423cr.fl"	2	3	"filling"	1	0.75	0.2	0.46	0.13	1	NA	2.139
"Croton floribundus"	"November"	2011	1	"2423cr.fl"	2	3	"filling"	1	0.4	0.19	0.23	0.1	1	NA	0.593
"Croton floribundus"	"June"	2012	1.5	"2423cr.fl"	2	3	"filling"	1	2	1.35	1	0.7	1	NA	2.894
"Croton floribundus"	"November"	2012	2	"2423cr.fl"	2	3	"filling"	1	3.3	2.7	2.83	1.25	1	NA	6.054
"Croton floribundus"	"May"	2013	2.5	"2423cr.fl"	2	3	"filling"	1	4.1	3.65	4.11	2	1	7.43101911478714	7.823
"Croton floribundus"	"November"	2013	3	"2423cr.fl"	2	3	"filling"	1	4.3	3.53	2.55	1.15	1	8.60379316151395	13.878
"Croton floribundus"	"June"	2014	3.5	"2423cr.fl"	2	3	"filling"	1	5.7	4.55	4.9	2.5	1	12.9758040269006	11.034
"Croton floribundus"	"December"	2014	4	"2423cr.fl"	2	3	"filling"	1	7.6	4.57	5.18	3.75	1	15.4445583733562	21.99
"Croton floribundus"	"August"	2019	8.5	"2423cr.fl"	2	3	"filling"	1	14.4	7.92	7.05	7.2	1	31.9683612226003	18.2595973684573
"Croton floribundus"	"June"	2011	0.5	"2424cr.fl"	2	3	"filling"	1	0.19	0.2	0.12	0.05	1	NA	0.639
"Croton floribundus"	"November"	2011	1	"2424cr.fl"	2	3	"filling"	1	NA	NA	NA	NA	0	NA	NA
"Croton floribundus"	"June"	2012	0.5	"2424cr.fl.r3"	2	3	"filling"	1	1.1	0.43	0.36	0.9	1	NA	1.248
"Croton floribundus"	"November"	2012	1	"2424cr.fl.r3"	2	3	"filling"	1	1.8	0.77	0.84	1.2	1	NA	2.168
"Croton floribundus"	"May"	2013	1.5	"2424cr.fl.r3"	2	3	"filling"	1	2.55	1.92	1.65	1.5	1	NA	4.075
"Croton floribundus"	"November"	2013	2	"2424cr.fl.r3"	2	3	"filling"	1	0.8	0.85	0.5	0.4	1	NA	4.748
"Croton floribundus"	"June"	2014	2.5	"2424cr.fl.r3"	2	3	"filling"	1	3.95	3.23	3.11	1.5	1	NA	3.914
"Croton floribundus"	"December"	2014	3	"2424cr.fl.r3"	2	3	"filling"	1	5	4.07	4.31	1.25	1	7.43101911478714	6.44
"Croton floribundus"	"August"	2019	7.5	"2424cr.fl.r3"	2	3	"filling"	1	13.1	8.9	9.76	7.7	1	29.7035147418292	17.3661376296146
"Croton floribundus"	"June"	2011	0.25	"242cr.fl.r1"	2	1	"filling"	1	0.07	0.1	0.07	0.03	1	NA	0.182
"Croton floribundus"	"November"	2011	0.75	"242cr.fl.r1"	2	1	"filling"	1	0.1	0.07	0.07	0.08	1	NA	0.285
"Croton floribundus"	"June"	2012	1.25	"242cr.fl.r1"	2	1	"filling"	1	NA	NA	NA	NA	0	NA	NA
"Croton floribundus"	"November"	2012	0.25	"242cr.fl.r4"	2	1	"filling"	1	0.55	0.25	0.34	0.4	1	NA	0.621
"Croton floribundus"	"May"	2013	0.75	"242cr.fl.r4"	2	1	"filling"	1	1.85	0.6	0.6	1.6	1	NA	1.767
"Croton floribundus"	"November"	2013	1.25	"242cr.fl.r4"	2	1	"filling"	1	NA	NA	NA	NA	0	NA	NA
"Croton floribundus"	"June"	2014	1.75	"242cr.fl.r4"	2	1	"filling"	1	NA	NA	NA	NA	0	NA	NA
"Croton floribundus"	"December"	2014	2.25	"242cr.fl.r4"	2	1	"filling"	1	NA	NA	NA	NA	0	NA	NA
"Croton floribundus"	"August"	2019	6.75	"242cr.fl.r4"	2	1	"filling"	1	NA	NA	NA	NA	0	NA	NA
"Croton floribundus"	"June"	2011	0.25	"243cr.fl.r1"	2	1	"filling"	1	NA	NA	NA	NA	0	NA	NA
"Croton floribundus"	"November"	2011	0.75	"243cr.fl.r1"	2	1	"filling"	1	0.1	0.08	0.05	0.05	1	NA	0.22
"Croton floribundus"	"June"	2012	1.25	"243cr.fl.r1"	2	1	"filling"	1	NA	NA	NA	NA	0	NA	NA
"Croton floribundus"	"November"	2012	0.25	"243cr.fl.r4"	2	1	"filling"	1	0.25	0.2	0.17	0.2	1	NA	0.585
"Croton floribundus"	"May"	2013	0.75	"243cr.fl.r4"	2	1	"filling"	1	1.2	0.5	0.43	1.1	1	NA	1.262
"Croton floribundus"	"November"	2013	1.25	"243cr.fl.r4"	2	1	"filling"	1	0.45	0.38	0.32	0.3	1	NA	0.583
"Croton floribundus"	"June"	2014	1.75	"243cr.fl.r4"	2	1	"filling"	1	2.7	1.2	1.31	1.7	1	NA	2.551
"Croton floribundus"	"December"	2014	2.25	"243cr.fl.r4"	2	1	"filling"	1	4.2	2.3	2.03	2.7	1	NA	5.28
"Croton floribundus"	"August"	2019	6.75	"243cr.fl.r4"	2	1	"filling"	1	12.9	6.76	6.44	6.2	1	24.66901618	15.3800772902294
"Croton floribundus"	"June"	2011	0.25	"244cr.fl.r1"	2	1	"filling"	1	NA	NA	NA	NA	0	NA	NA
"Croton floribundus"	"November"	2011	0.75	"244cr.fl.r1"	2	1	"filling"	1	0.05	0.08	0.06	0.03	1	NA	0.209
"Croton floribundus"	"June"	2012	1.25	"244cr.fl.r1"	2	1	"filling"	1	0.15	0.05	0.05	0.1	1	NA	0.361
"Croton floribundus"	"November"	2012	0.25	"244cr.fl.r4"	2	1	"filling"	1	0.55	0.3	0.23	0.3	1	NA	0.66
"Croton floribundus"	"May"	2013	0.75	"244cr.fl.r4"	2	1	"filling"	1	1.95	0.92	0.85	1.5	1	NA	2.262
"Croton floribundus"	"November"	2013	1.25	"244cr.fl.r4"	2	1	"filling"	1	1	0.4	0.33	0.1	1	NA	2.868
"Croton floribundus"	"June"	2014	1.75	"244cr.fl.r4"	2	1	"filling"	1	2.75	2.9	1.8	1.2	1	NA	3.089
"Croton floribundus"	"December"	2014	2.25	"244cr.fl.r4"	2	1	"filling"	1	4.7	3.38	2.52	3	1	NA	4.58
"Croton floribundus"	"August"	2019	6.75	"244cr.fl.r4"	2	1	"filling"	1	13	4.46	5.18	4.9	1	17.02957891	12.3663941615453
"Croton floribundus"	"June"	2011	0.5	"246cr.fl"	2	1	"filling"	1	0.23	0.05	0.03	0.08	1	NA	0.371
"Croton floribundus"	"November"	2011	0.25	"246cr.fl.r2"	2	1	"filling"	1	0.1	0.13	0.11	0.05	1	NA	0.41
"Croton floribundus"	"June"	2012	0.75	"246cr.fl.r2"	2	1	"filling"	1	1.65	0.92	0.65	0.8	1	NA	1.946
"Croton floribundus"	"November"	2012	1.25	"246cr.fl.r2"	2	1	"filling"	1	2.55	2.05	2.01	1	1	NA	3.968
"Croton floribundus"	"May"	2013	1.75	"246cr.fl.r2"	2	1	"filling"	1	3.4	2.88	2.86	0.6	1	NA	5.784
"Croton floribundus"	"November"	2013	2.25	"246cr.fl.r2"	2	1	"filling"	1	2.75	1.15	1.1	1.25	1	NA	6.506
"Croton floribundus"	"June"	2014	2.75	"246cr.fl.r2"	2	1	"filling"	1	5.45	3.72	3.92	2.5	1	9.18499158176413	11.505
"Croton floribundus"	"December"	2014	3.25	"246cr.fl.r2"	2	1	"filling"	1	6.3	4.48	4.72	3	1	11.7292334088043	9.3
"Croton floribundus"	"August"	2019	7.75	"246cr.fl.r2"	2	1	"filling"	1	13.5	7.76	6.4	5.2	1	24.3740794088447	15.2637276246919
"Croton floribundus"	"June"	2011	0.25	"247cr.fl.r1"	2	1	"filling"	1	0.2	0.17	0.18	0.14	1	NA	0.295
"Croton floribundus"	"November"	2011	0.75	"247cr.fl.r1"	2	1	"filling"	1	0.26	0.14	0.12	0.1	1	NA	0.215
"Croton floribundus"	"June"	2012	1.25	"247cr.fl.r1"	2	1	"filling"	1	1.95	0.6	0.58	1.2	1	NA	2.391
"Croton floribundus"	"November"	2012	1.75	"247cr.fl.r1"	2	1	"filling"	1	3.3	2.17	2	1.2	1	NA	5.655
"Croton floribundus"	"May"	2013	2.25	"247cr.fl.r1"	2	1	"filling"	1	4.5	4.2	3	0.5	1	6.748169587	8.283
"Croton floribundus"	"November"	2013	2.75	"247cr.fl.r1"	2	1	"filling"	1	5	2.8	2.1	2	1	8.085071109	9.112
"Croton floribundus"	"June"	2014	3.25	"247cr.fl.r1"	2	1	"filling"	1	6.9	4.92	5.12	1.75	1	13.7028616564252	12.228
"Croton floribundus"	"December"	2014	3.75	"247cr.fl.r1"	2	1	"filling"	1	8.6	6.18	6.8	4.6	1	16.5111728721036	12.98
"Croton floribundus"	"August"	2019	8.25	"247cr.fl.r1"	2	1	"filling"	1	14.4	9.43	7.95	5.2	1	33.2696421030037	18.7729399218874
"Croton floribundus"	"June"	2011	0.5	"248cr.fl"	2	1	"filling"	1	0.52	0.44	0.8	0.15	1	NA	3.285
"Croton floribundus"	"November"	2011	1	"248cr.fl"	2	1	"filling"	1	0.52	0.39	0.46	0.3	1	NA	0.651
"Croton floribundus"	"June"	2012	1.5	"248cr.fl"	2	1	"filling"	1	2.6	1.8	1.9	1.15	1	NA	4.025
"Croton floribundus"	"November"	2012	2	"248cr.fl"	2	1	"filling"	1	3.8	2.9	2.92	1.2	1	7.33882063966783	6.967
"Croton floribundus"	"May"	2013	2.5	"248cr.fl"	2	1	"filling"	1	4.2	4	4.86	1.5	1	11.6947589345611	8.366
"Croton floribundus"	"November"	2013	3	"248cr.fl"	2	1	"filling"	1	5.2	4.1	4	2	1	12.8921791350775	9.39
"Croton floribundus"	"June"	2014	3.5	"248cr.fl"	2	1	"filling"	1	7	4.8	5.32	5	1	13.5290314437615	10.663
"Croton floribundus"	"December"	2014	4	"248cr.fl"	2	1	"filling"	1	8.3	4.97	5.9	4.25	1	19.4787965670045	12.46
"Croton floribundus"	"August"	2019	8.5	"248cr.fl"	2	1	"filling"	1	16	8.28	9.29	9.1	1	34.0783997239513	19.091986876696
"Croton floribundus"	"June"	2011	0.5	"3810cr.fl"	3	2	"filling"	1	1.02	0.22	0.29	0.7	1	NA	2.145
"Croton floribundus"	"November"	2011	1	"3810cr.fl"	3	2	"filling"	1	0.5	0.39	0.3	0.3	1	NA	0.845
"Croton floribundus"	"June"	2012	1.5	"3810cr.fl"	3	2	"filling"	1	2.6	2.24	2.04	0.6	1	NA	4.323
"Croton floribundus"	"November"	2012	2	"3810cr.fl"	3	2	"filling"	1	3.45	3.2	2.56	1.45	1	NA	7.472
"Croton floribundus"	"May"	2013	2.5	"3810cr.fl"	3	2	"filling"	1	5.1	5.25	4.4	2.5	1	12.4831056866568	12.109
"Croton floribundus"	"November"	2013	3	"3810cr.fl"	3	2	"filling"	1	5	4.4	3	1.6	1	13.6523403307438	9.907
"Croton floribundus"	"June"	2014	3.5	"3810cr.fl"	3	2	"filling"	1	7.2	5.78	6.42	4	1	16.2146943579426	11.027
"Croton floribundus"	"December"	2014	4	"3810cr.fl"	3	2	"filling"	1	8.55	5.48	6.09	5.6	1	18.7716491691906	11.8
"Croton floribundus"	"August"	2019	8.5	"3810cr.fl"	3	2	"filling"	1	12.2	7.83	7.72	5.5	1	30.8762886667019	17.828785448588
"Croton floribundus"	"June"	2011	0.25	"3811cr.fl.r1"	3	2	"filling"	1	NA	NA	NA	NA	0	NA	NA
"Croton floribundus"	"November"	2011	0.75	"3811cr.fl.r1"	3	2	"filling"	1	0.07	0.06	0.05	0.04	1	NA	0.182
"Croton floribundus"	"June"	2012	1.25	"3811cr.fl.r1"	3	2	"filling"	1	NA	NA	NA	NA	0	NA	NA
"Croton floribundus"	"November"	2012	1.75	"3811cr.fl.r1"	3	2	"filling"	1	NA	NA	NA	NA	0	NA	NA
"Croton floribundus"	"May"	2013	0.5	"3811cr.fl.r4"	3	2	"filling"	1	1.25	0.58	0.67	0.9	1	NA	1.61
"Croton floribundus"	"November"	2013	1	"3811cr.fl.r4"	3	2	"filling"	1	0.65	0.64	0.5	0.4	1	NA	1.566
"Croton floribundus"	"June"	2014	1.5	"3811cr.fl.r4"	3	2	"filling"	1	2.5	1	0.9	1.5	1	NA	3.603
"Croton floribundus"	"December"	2014	2	"3811cr.fl.r4"	3	2	"filling"	1	3.6	1.63	1.61	2.45	1	NA	2.92
"Croton floribundus"	"August"	2019	6.5	"3811cr.fl.r4"	3	2	"filling"	1	10.1	2.71	3.26	1.9	1	10.59971921	9.82987752912384
"Croton floribundus"	"June"	2011	0.5	"3812cr.fl"	3	2	"filling"	1	0.6	0.38	0.18	0.25	1	NA	1.601
"Croton floribundus"	"November"	2011	1	"3812cr.fl"	3	2	"filling"	1	0.25	0.37	0.42	0.1	1	NA	0.551
"Croton floribundus"	"June"	2012	1.5	"3812cr.fl"	3	2	"filling"	1	2	1.36	1.32	0.6	1	NA	3.28
"Croton floribundus"	"November"	2012	2	"3812cr.fl"	3	2	"filling"	1	2.8	2.4	2.72	1.4	1	NA	5.576
"Croton floribundus"	"May"	2013	2.5	"3812cr.fl"	3	2	"filling"	1	4.9	4.4	4.95	2.5	1	11.3255713160606	8.614
"Croton floribundus"	"November"	2013	3	"3812cr.fl"	3	2	"filling"	1	4.8	4.6	4.8	3	1	12.9844295188937	9.753
"Croton floribundus"	"June"	2014	3.5	"3812cr.fl"	3	2	"filling"	1	5.8	6.11	5.25	3.5	1	15.1022527202323	10.655
"Croton floribundus"	"December"	2014	4	"3812cr.fl"	3	2	"filling"	1	6.1	5.52	5.42	2.75	1	15.4705154136252	10.45
"Croton floribundus"	"August"	2019	8.5	"3812cr.fl"	3	2	"filling"	1	13	8.86	8.17	3.9	1	23.1594888389933	14.7845835491204
"Croton floribundus"	"June"	2011	0.25	"3814cr.fl.r1"	3	2	"filling"	1	0.4	0.2	0.13	0.35	1	NA	1.143
"Croton floribundus"	"November"	2011	0.75	"3814cr.fl.r1"	3	2	"filling"	1	0.18	0.2	0.18	0.1	1	NA	0.449
"Croton floribundus"	"June"	2012	1.25	"3814cr.fl.r1"	3	2	"filling"	1	1.9	0.8	1.02	1.5	1	NA	2.912
"Croton floribundus"	"November"	2012	1.75	"3814cr.fl.r1"	3	2	"filling"	1	2.5	1.7	1.87	1.7	1	NA	4.31
"Croton floribundus"	"May"	2013	2.25	"3814cr.fl.r1"	3	2	"filling"	1	4	4.1	3.8	2.75	1	NA	7.504
"Croton floribundus"	"November"	2013	2.75	"3814cr.fl.r1"	3	2	"filling"	1	4.25	4.3	3.8	2	1	8.92954264788849	7.117
"Croton floribundus"	"June"	2014	3.25	"3814cr.fl.r1"	3	2	"filling"	1	5.95	5.82	4.92	3.5	1	13.9512721207359	11.695
"Croton floribundus"	"December"	2014	3.75	"3814cr.fl.r1"	3	2	"filling"	1	7.3	4.7	3.9	4.7	1	16.8572059279217	13.86
"Croton floribundus"	"August"	2019	8.25	"3814cr.fl.r1"	3	2	"filling"	1	11.7	7.03	7.84	4.1	1	33.7423643794271	18.9594242267727
"Croton floribundus"	"June"	2011	0.5	"3815cr.fl"	3	2	"filling"	1	0.7	0.29	0.19	0.4	1	NA	1.318
"Croton floribundus"	"November"	2011	1	"3815cr.fl"	3	2	"filling"	1	0.2	0.29	0.25	0.1	1	NA	0.42
"Croton floribundus"	"June"	2012	1.5	"3815cr.fl"	3	2	"filling"	1	1.25	0.94	0.67	1	1	NA	1.798
"Croton floribundus"	"November"	2012	2	"3815cr.fl"	3	2	"filling"	1	1.5	1.1	1.32	1.2	1	NA	3.08
"Croton floribundus"	"May"	2013	2.5	"3815cr.fl"	3	2	"filling"	1	2.5	2.6	2.6	1.5	1	NA	5.416
"Croton floribundus"	"November"	2013	3	"3815cr.fl"	3	2	"filling"	1	2.5	2.2	2.1	1.25	1	NA	6.312
"Croton floribundus"	"June"	2014	3.5	"3815cr.fl"	3	2	"filling"	1	5.5	4.16	3.78	3	1	6.620845633	7.905
"Croton floribundus"	"December"	2014	4	"3815cr.fl"	3	2	"filling"	1	6.8	2.7	3.45	2.75	1	8.339719018	9.68
"Croton floribundus"	"August"	2019	8.5	"3815cr.fl"	3	2	"filling"	1	10.9	5.36	4.71	3.4	1	14.96056465	11.5501883144399
"Croton floribundus"	"June"	2011	0.5	"3816cr.fl"	3	2	"filling"	1	NA	NA	NA	NA	0	NA	NA
"Croton floribundus"	"November"	2011	0.25	"3816cr.fl.r2"	3	2	"filling"	1	0.22	0.27	0.21	0.1	1	NA	0.401
"Croton floribundus"	"June"	2012	0.75	"3816cr.fl.r2"	3	2	"filling"	1	2.5	1.85	1.12	1.45	1	NA	5.232
"Croton floribundus"	"November"	2012	1.25	"3816cr.fl.r2"	3	2	"filling"	1	3.6	2.67	2.4	1.6	1	NA	6.193
